id,budget,production_companies,production_countries,revenue,spoken_languages,genres,runtime,tagline,crew,cast-name
1051896,0,"['Highland Film Group', 'Redline Entertainment', 'Wild Atlantic Pictures', 'Aperture Media Partners', 'Saturn Films']","['Ireland', 'United States of America']",859453,['English'],"['Science Fiction', 'Thriller', 'Horror']",92,Family is stronger than fear.,"{'Writer': 'Michael Nilon', 'Director': 'Benjamin Brewer', 'Production Design': 'Shane McEnroe', 'Executive Producer': 'Jared Underwood', 'Producer': 'Michael Nilon', 'Director of Photography': 'Frank Mobilio', 'Editor': 'Kristi Shimek', 'Original Music Composer': 'Josh Martin'}","['Nicolas Cage', 'Jaeden Martell', 'Maxwell Jenkins', 'Sadie Soverall', 'Samantha Coughlan', 'Joel Gillman', 'Joe Dixon', 'Daire McMahon']"
128,23500000,"['Studio Ghibli', 'Nibariki', 'dentsu Music And Entertainment', 'TNDG', 'Tokuma Shoten', 'Nippon Television Network Corporation', 'dentsu']",['Japan'],169000000,['Japanese'],"['Adventure', 'Fantasy', 'Animation']",134,The fate of the world rests on the courage of one warrior.,"{'Director': 'Hayao Miyazaki', 'Producer': 'Toshio Suzuki', 'Original Music Composer': 'Joe Hisaishi', 'Director of Photography': 'Atsushi Okui', 'Editor': 'Takeshi Seyama', 'Executive Producer': 'Seiji Okuda', 'Art Direction': 'Nizou Yamamoto', 'Background Designer': 'Seiki Tamura', 'Animation': 'Atsuko Otani', 'Animation Manager': 'Masaya Saitō', 'Color Designer': 'Michiyo Yasuda', 'Sound Assistant': 'Masahiro Fukuhara', 'Sound Recordist': 'Nobutaka Hirooka', 'Key Animation': 'Hiroko Minowa', 'Second Unit First Assistant Director': 'Koji Aritomi', 'Character Designer': 'Yoshifumi Kondo', 'Animation Director': 'Yoshifumi Kondo', 'Assistant Director': 'Hiroyuki Ito', 'Writer': 'Hayao Miyazaki', 'Original Story': 'Hayao Miyazaki', 'Sound Effects': 'Michihiro Itou'}","['Youji Matsuda', 'Yuriko Ishida', 'Yûko Tanaka', 'Kaoru Kobayashi', 'Masahiko Nishimura', 'Tsunehiko Kamijô', 'Akihiro Miwa', 'Mitsuko Mori', 'Hisaya Morishige', 'Sumi Shimamoto', 'Tetsu Watanabe', 'Makoto Satō', 'Akira Nagoya', 'Kei Iinuma', 'Tsuzuki Kayako', 'Kimihiro Reizei', 'Yoshimasa Kondo', 'Akira Sakamoto', 'Shirou Saitou', 'Daikichi Sugawara', 'Takako Katou', 'Ikuko Yamamoto', 'Kiho Iinuma']"
1029955,15000000,"['Element Pictures', 'Film4 Productions', 'TSG Entertainment', 'Searchlight Pictures']","['Ireland', 'United Kingdom', 'United States of America']",0,['English'],"['Drama', 'Comedy']",164,We might all be in danger.,"{'Director': 'Yorgos Lanthimos', 'Writer': 'Efthymis Filippou', 'Producer': 'Yorgos Lanthimos', 'Executive Producer': 'Louise Lovegrove', 'Editor': 'Yorgos Mavropsaridis', 'Casting': 'Dixie Chassay', 'Casting Assistant': 'Nancy Case', 'Casting Associate': 'Theresa Hernandez', 'Grip': 'Kevin Fannon', 'Stunt Coordinator': 'Tim Bell', 'Key Grip': 'Sean Devine', 'Director of Photography': 'Robbie Ryan', 'Stunt Double': 'Brooklyn Proctor', 'Second Assistant Director': 'Alexander Armero', 'Second Second Assistant Director': 'Eleni Micha Fleming', 'First Assistant Director': 'Hayley Williams', 'Art Department Coordinator': 'Susan Smits', 'Production Assistant': 'Christian M. Letellier', 'Graphic Designer': 'Vasilis Marmatakis', 'Marine Coordinator': 'Nick Spetsiotis', 'Special Effects Technician': 'Erdwin J. Clausen Jr.', 'Still Photographer': 'Atsushi Nishijima', 'Costume Design': 'Jennifer Johnson', 'Underwater Director of Photography': 'Peter Zuccarini', 'Production Design': 'Anthony Gasparro', 'Set Decoration': 'Amy Beth Silver', 'Art Direction': 'Andrew Carnwath', 'Other': 'Hanna Hall', 'Original Music Composer': 'Jerskin Fendrix', 'Stunt Driver': 'Silas Borelly', 'On Set Dresser': ""Marybeth O'Connor"", 'Set Decoration Buyer': 'Jill Broadfoot', 'Set Dresser': 'William Heffker', 'Assistant Property Master': 'Dan Maughiman', 'Key Makeup Artist': 'Eva Lohse', 'Key Hair Stylist': 'Gabrielle Burns', 'Hairstylist': 'Lynnmarie Hackbart', 'Post Production Supervisor': 'Deborah Harding', 'Unit Production Manager': 'Steven Weisman', 'Property Master': 'Schuyler Telleen', 'Sound Mixer': 'Phillip Bladh', 'Utility Sound': 'Michaela Girouard', 'Boom Operator': 'Betsy Lindell', 'Dialogue Editor': 'Joe Mount', 'Special Effects Coordinator': 'Justin B. Johnson', 'Special Effects': 'Paul Ferretti', 'Special Effects Supervisor': 'Matt Kutcher', 'Utility Stunts': 'Eric Stratemeier', 'Electrician': 'Lawrence Bayer', 'Best Boy Grip': 'Keegan Larson', 'Key Rigging Grip': 'Nick Santos', 'Best Boy Electric': 'Reuben Wilder', 'Extras Casting': 'Charlotte Gale', 'Title Designer': 'Vasilis Marmatakis', 'Costume Supervisor': 'Lee Kyle', 'Set Costumer': 'Laura Wolford', 'Costume Coordinator': 'Chris Nausley', 'Truck Costumer': 'Alcee Stoller', 'Assistant Costume Designer': 'Alyson Wegner', 'Colorist': 'Greg Fisher', 'Location Scout': 'Tyler Hohmann', 'Location Manager': 'Nick Thomas', 'Music Supervisor': 'Joe Rice', 'Script Supervisor': 'Sandy Parker', 'Animal Wrangler': 'Steven Barney', 'Assistant Production Coordinator': 'Mark Druhet', 'Sound Designer': 'Johnnie Burn', 'First Assistant ""A"" Camera': 'Olga Abramson', 'Second Assistant ""A"" Camera': 'Benedict Baldauff', 'Foley Mixer': 'Michał Wilczewski', 'Foley Editor': 'Ewa Mazurkiewicz', 'Foley Artist': 'Jacek Wiśniewski', 'Set Designer': 'Aimee Huber', 'Visual Effects Supervisor': 'Sebastian Barker', 'Makeup Department Head': 'Jessica Needham', 'Hair Department Head': 'Jennifer Serio'}","['Emma Stone', 'Jesse Plemons', 'Willem Dafoe', 'Margaret Qualley', 'Hong Chau', 'Joe Alwyn', 'Mamoudou Athie', 'Hunter Schafer', 'Merah Benoit', 'Krystal Alayne Chambers', ""Ja'Quan Monroe-Henderson"", 'Abi Beaux', 'Susan Elle', 'Nathan Mulligan', 'Tessa Bourgeois', 'Jess Weiss', 'Victoria Harris', 'Timothy Hinrichs', 'Christian M. Letellier', 'Tremayne Cole', 'Julianne Binard', 'Lance Michael Weller', 'Yorgos Stefanakos']"
1020006,20000000,"['American Zoetrope', 'The Apartment Pictures', 'Fremantle']","['Italy', 'United States of America']",30140906,['English'],"['Drama', 'Romance', 'Music']",110,Wife to the king. Icon to the world. Destined for more.,"{'Director': 'Sofia Coppola', 'Producer': 'Youree Henley', 'Director of Photography': 'Philippe Le Sourd', 'Costume Designer': 'Stacey Battat', 'Editor': 'Sarah Flack', 'Book': 'Sandra Harmon', 'Executive Producer': 'Francis Ford Coppola', 'Makeup Designer': 'Jo-Ann MacNeil', 'Production Design': 'Tamara Deverell', 'Art Direction': 'Danny Haeberlin', 'Costume Supervisor': 'Patricia Boulden', 'Co-Producer': 'Bumble Ward', 'Set Decoration': 'Patricia Cuccia', 'Original Music Composer': 'Laurent Brancowitz', 'Casting': 'Jason Knight', 'Hairstylist': 'Dawn E. Rivard', 'Key Hair Stylist': 'Jacqueline Robertson Cull', 'Hair Designer': 'Cliona Furey', 'Makeup Artist': 'Heather Hollett French', 'First Assistant Director': 'Andrew M. Robinson', 'Set Designer': 'Shirin Rashid', 'Set Dresser': 'Justin Gajewski', 'Assistant Art Director': 'Jon Chan', 'Sound Editor': 'Stefana Fratila', 'Sound Re-Recording Mixer': 'Steve Foster', 'Sound Designer': 'Stephen Barden', 'Sound Supervisor': 'Nelson Ferreira', 'Sound Mixer': 'Trisha Harris', 'Visual Effects Supervisor': 'Brannek Gaudet', 'VFX Artist': 'Eric Kawilarang', 'Gaffer': 'Michael L. Hall', 'Grip': 'Joe Schroeder', 'Second Unit Director': 'Roman Coppola', 'Second Assistant Director': 'Aric Dupere', 'Special Effects Supervisor': 'Simon Quinlan', 'Writer': 'Sofia Coppola', 'Supervising Music Editor': 'Stefana Fratila', 'Supervising Dialogue Editor': 'David McCallum', 'Post Production Coordinator': 'Christopher Guzman', 'Music Supervisor': 'Randall Poster'}","['Cailee Spaeny', 'Jacob Elordi', 'Ari Cohen', 'Dagmara Dominczyk', 'Tim Post', 'Lynne Griffin', 'Dan Beirne', 'Rodrigo Fernandez-Stoll', 'Dan Abramovici', 'Matthew Shaw', 'Tim Dowler-Coltman', 'R Austin Ball', 'Olivia Barrett', 'Stephanie Moore', 'Luke Humphrey', 'Deanna Jarvis', 'Jorja Cadence', 'Josette Halpert', 'Evan Annisette', 'Stephanie Moran', 'Daniel Lipka', 'Raine Monroe Boland', 'Emily Mitchell', 'Kamilla Kowal', 'Gwynne Phillips', 'Conni Miu', 'Megan Dallan', 'Tonia Venneri', 'Erin Mackinnon', 'Mary Kelly', 'Paige LeBlanc', 'Anna Mirodin', 'Sarah Dodd', 'Alanis Peart', 'Kelaiah Guiel', 'Andrew Mackay', 'Kelly Irene Whyte', 'Shawn Gordon Fraser', 'Kassandra C.A. Gray', 'E. Fegan DeCordova', 'Kelly Penner']"
646683,0,"['Miramax', 'Outerbanks Entertainment']",['United States of America'],0,['English'],"['Horror', 'Thriller']",93,They were making a cursed movie. They were warned not to. They should have listened.,"{'Producer': 'Bill Block', 'Production Design': 'Michael Perry', 'Director': 'Joshua John Miller', 'Writer': 'M.A. Fortin', 'Executive Producer': 'Thom Zadra', 'Casting': 'Lindsay Graham Ahanonu', 'Costume Designer': 'Jodi Leesley', 'Original Music Composer': 'Saunder Jurriaans', 'Editor': 'Matthew Woolley', 'Director of Photography': 'Simon Duggan'}","['Russell Crowe', 'Ryan Simpkins', 'Sam Worthington', 'Chloe Bailey', 'Adam Goldberg', 'David Hyde Pierce', 'Adrian Pasdar', 'Tracey Bonner', 'Samantha Mathis', 'Marcenae Lynette', 'Josh Warren', 'Hannah Black', 'Joya Joseph', 'Hallie Samuels', 'Scott Rapp', 'Jobie James', 'Robert Fortunato', 'Drew Broderick', 'Zach Padlo', 'Chris TC Edge', 'Chandler Lane', 'William Hutchings']"
964960,6500000,"['Curiosa Films', 'France 2 Cinéma', 'uMedia', 'Gaumont']","['Belgium', 'France']",5970753,['French'],"['Drama', 'Romance']",135,Savor every moment.,"{'Director': 'Tran Anh Hung', 'Novel': 'Marcel Rouff', 'Screenplay': 'Tran Anh Hung', 'Producer': 'Olivier Delbosc', 'Executive Producer': 'Christine de Jekel', 'Costume Designer': 'Tran Nu Yen Khe', 'Editor': 'Mario Battistel', 'Director of Photography': 'Jonathan Ricquebourg', 'Production Design': 'Toma Baquéni', 'Casting Director': 'Gigi Akoka', 'Associate Producer': 'Emilien Bignon', 'Production Director': 'Angeline Massoni', 'Co-Executive Producer': 'Nora Chabert', 'Co-Producer': 'Bastien Sirodot', 'Hair Department Head': 'Sophie Asse', 'Makeup Artist': 'Bénédicte Trouvé', 'Makeup Department Head': 'Noa Yehonatan', 'Production Assistant': 'Coline Hieronimus', 'Production Supervisor': 'Valentine Kervagoret', 'Production Manager': 'Angeline Massoni', 'Unit Production Manager': 'Pierre Py', 'Third Assistant Director': 'Oriane Brisson-Bertrand', 'Second Assistant Director': 'Axelle Rossini', 'First Assistant Director': 'Thierry Verrier', 'Assistant Art Director': 'Louise le Bouc Berger', 'Assistant Property Master': 'Emilie Lecoq', 'Sound': 'Jules Bertier', 'ADR Editor': 'Florian Cornet', 'Sound Re-Recording Mixer': 'Thomas Gauder', 'Foley Mixer': 'Aline Gavroy', 'Sound Editor': 'Paul Heymans', 'Dialogue Editor': 'Valène Leroy', 'Foley Editor': 'Thibaud Rie', 'Foley Artist': 'Olivier Thys', 'Steadicam Operator': 'Florian Berthellot', 'Still Photographer': 'Stéphanie Branchu', 'Key Grip': 'Bruno Cellier', 'Video Assist Operator': 'Céline Deniard', 'Electrician': 'Colin Lefebvre', 'Gaffer': 'Georges Harnack', 'First Assistant Camera': 'Cyrille Hubert', 'Second Assistant Camera': 'Céleste Ougier', 'Grip': 'Kevin Strauch', 'Extras Casting': 'Marie Pierre Delabrière', 'Casting Assistant': 'Maeva Gauthier', 'Key Costumer': 'Nathalie Leborgne', 'Colorist': 'Yov Moor', 'Assistant Editor': 'Loanne Trevisan', 'Assistant Location Manager': 'Nell Mahé', 'Script Supervisor': 'Cathy Mlakar'}","['Benoît Magimel', 'Juliette Binoche', ""Patrick d'Assumçao"", 'Emmanuel Salinger', 'Jan Hammenecker', 'Frédéric Fisbach', 'Galatéa Bellugi', 'Pierre Gagnaire', 'Bonnie Chagneau-Ravoire', 'Yannik Landrein', 'Sarah Adler', 'Jean-Marc Roulot', 'Mhamed Arezki']"
1001311,0,"['Full Players', 'Let Me Be']",['France'],0,"['French', 'Russian']","['Mystery', 'Thriller', 'Action']",101,,"{'Director': 'Xavier Gens', 'Screenplay': 'Maud Heywang', 'First Assistant Director': 'Thomine de Pins', 'Second Assistant Director': 'Benjamin Gens', 'Executive Producer': 'Daniel Delume', 'Producer': 'Vincent Roget', 'Director of Photography': 'Nicolas Massart', 'Casting Director': 'Stéphanie Doncker', 'Key Makeup Artist': 'Vesna Peborde', 'Lighting Programmer': 'Jean Gonzales', 'Extras Casting Assistant': 'Rou Diaz Prieto', 'Extras Casting Coordinator': 'Jorge Guardado', 'Gaffer': 'Bruno Verstraete', '""A"" Camera Operator': 'Antoine Struyf', '""B"" Camera Operator': 'Antoine Struyf', 'Steadicam Operator': 'Antoine Struyf', 'Second Assistant ""A"" Camera': 'Jana Noel', 'Additional Still Photographer': 'Niete', 'Underwater Director of Photography': 'Cinediving Wim Michiels', 'Focus Puller': 'Marie-Sophie Daniel', 'Second Assistant ""B"" Camera': 'Anaïs Lesage', 'First Assistant Camera': 'Letizia Giorgi', 'Video Assist Operator': 'Victor Darimont', 'Electrician': 'Rémy Bertelli', 'Best Boy Grip': 'Julien Chassaignon', 'Digital Imaging Technician': 'Brice Barbier', 'Stunts': 'Simonutti Zoé', 'Sound': 'Jacques Sans', 'Boom Operator': 'Remy Visser', 'Third Assistant Director': 'Manon Manucci', 'Second Unit Director': 'Jude Poyer', 'Production Manager': 'Laurent Hanon', 'Makeup Artist': 'Valérie Tomasi', 'Editor': 'Riwanon Le Beller', 'Set Decoration': 'Ilse Willocx', 'Unit Manager': 'Adrien Adriaco', 'Swing': 'Max Willocx', 'Grip': 'Geraldo Haag', 'Stunt Double': 'Alexandra Boisseau', 'Extras Casting': 'Jorge Alberto Guardado', 'Wardrobe Coordinator': 'Raphaelle Debattice', 'Original Story': 'Vincent Dietschy'}","['Bérénice Bejo', 'Nassim Lyes', 'Léa Léviant', 'Anaïs Parello', 'Iñaki Lartigue', 'Julien Jakout', 'José Antonio Pedrosa Moreno']"
1072342,15000000,"['Atomic Monster', 'Blumhouse Productions']",['United States of America'],54075969,['English'],['Horror'],98,Everything you fear is under the surface.,"{'Director': 'Bryce McGuire', 'Producer': 'Jason Blum', 'Executive Producer': 'Rod Blackhurst', 'Screenplay': 'Bryce McGuire', 'Original Film Writer': 'Bryce McGuire', 'Co-Producer': 'James Moran', 'Line Producer': 'Scott Putman', 'Director of Photography': 'Charlie Sarroff', 'Casting': 'Sarah Domeier Lindo', 'Production Design': 'Hillary Gurtler', 'Set Decoration': 'Elsbeth Mumm', 'Costume Design': 'Christie Wittenborn', 'Hair Department Head': 'Prescilla Jean Olay', 'Makeup Department Head': 'Eleanor Sabaduquia', 'Screenstory': 'Rod Blackhurst', 'Makeup Effects Designer': 'Justin Raleigh', 'Makeup Artist': 'Mara Rouse', 'Costume Supervisor': 'Sarah Wachel', 'Sound Re-Recording Mixer': 'Joel Dougherty', 'Supervising Sound Editor': 'P.K. Hooker', 'Sound Designer': 'P.K. Hooker', 'Production Sound Mixer': 'Robert Sharman', 'Foley Artist': 'Ruslan Shebystyi', 'Foley Mixer': 'Andrii Starykovskyi', 'Sound Effects Editor': 'Russell Topal', 'Special Effects Coordinator': 'Zak Knight', 'Visual Effects Producer': 'Bryan Binder', 'Visual Effects Supervisor': 'Jeffrey Kalmus', 'VFX Artist': 'Michael Sarkis', 'Visual Effects Coordinator': 'Natasha Tscharanyan', 'Stunt Double': 'Jade Quon', 'Stunts': 'Jess King', 'Casting Associate': 'Matthew Nelson', 'Second Assistant Director': 'Phil DeSanti', 'First Assistant Director': 'James Moran', 'Additional Second Assistant Director': 'Danny Giles', 'Second Second Assistant Director': 'Esraa Darwish', 'Unit Production Manager': 'Scott Putman', 'Production Supervisor': 'Katrina Elder', 'Set Dresser': 'Eric Snyder', 'On Set Dresser': 'Kevin Bici', 'Art Department Coordinator': 'Hannah Clifton', 'Art Department Assistant': 'Tyler Doty', 'Original Music Composer': 'Mark Korven', 'Editor': 'Jeff McEvoy', 'Gaffer': 'Charles Wibert', 'Underwater Director of Photography': 'Ian S. Takahashi', 'Title Designer': 'Matt Curtis', 'Digital Compositor': 'Kollen Wasylean', 'Studio Teacher': 'Daniel Benjamin'}","['Wyatt Russell', 'Kerry Condon', 'Amélie Hoeferle', 'Gavin Warren', 'Nancy Lenehan', 'Jodi Long', 'Preston Galli', 'Aivan Uttapa', 'Ellie Araiza', 'Eddie Martinez', 'Elijah J. Roberts', 'Rahnuma Panthaky', 'Ben Sinclair', 'Ayazhan Dalabayeva', 'Joziah Lagonoy', 'Liz Parkinson', 'Mike Avery', 'Eleanor Threatt', 'Bianca Diezmo', 'Paige Van Conant', 'Alton Williams', 'Dave Reaves', 'Grey Walker', 'Mark C. Healey']"
1008409,40000000,"['Tri-State Pictures', 'New Regency Pictures']",['United States of America'],0,['English'],"['Crime', 'Drama']",116,Legacies don't come easy.,"{'Director': 'Jeff Nichols', 'Producer': 'Arnon Milchan', 'Executive Producer': 'Sam Hanson', 'Writer': 'Jeff Nichols', 'Casting': 'Francine Maisler', 'Production Design': 'Chad Keith', 'Set Decoration': 'Adam Willis', 'Art Direction': 'Matthew Gatlin', 'Costume Design': 'Erin Benach', 'Executive In Charge Of Production': 'Mylan Stepanovich', 'Second Assistant Director': 'Peter Dress', 'Key Set Production Assistant': 'Daniel Mulvaney', 'First Assistant Director': 'Donald Sparks', 'Second Second Assistant Director': 'Mollie Stallman', 'Assistant Art Director': 'Anthony Raymond', 'Property Master': 'A. Patrick Storey', 'Graphic Designer': 'Dallas Clarke Thomas', 'Special Effects Coordinator': 'Chad Van Baalbergen', 'Digital Colorist': 'Mitch Paulson', 'Stunts': 'Ted Williams', 'Fight Choreographer': 'David Conk', 'Stunt Double': 'Chad Knorr', 'Costume Designer': 'Lindsey Kear', 'Assistant Location Manager': 'Ryan J. Shaw', 'Picture Car Coordinator': 'Nicholas Balibucci', 'Director of Photography': 'Adam Stone', 'Editor': 'Julie Monroe', 'Visual Effects Supervisor': 'Jiwoong Kim', 'Co-Producer': 'Donald Sparks', 'Makeup Department Head': 'Ashleigh Chavis', 'Makeup Artist': 'Jordan Sanders', 'Key Makeup Artist': 'Megan Deputy', 'Hairstylist': 'Anna Maria Reyer', 'Hair Department Head': 'Tony Ward', 'Sound Mixer': 'Amanda Beggs', 'Set Dresser': 'Michael Englender', 'Set Decoration Buyer': 'Rebecca Steele', 'First Assistant Sound Editor': 'Smokey Cloud', 'Utility Sound': 'Zach Mueller', 'Digital Imaging Technician': 'Shawn Aguilar', 'First Assistant ""B"" Camera': 'Matthew Brewer', 'First Assistant ""A"" Camera': 'Dylan Conrad', 'Grip': 'Paul Fierst', 'Sound Effects Editor': 'Ryan A. Sullivan', 'Sound Re-Recording Mixer': 'Chris Terhune', 'Visual Effects Producer': 'Joyce Au', 'Gaffer': 'Michael Roy', 'Steadicam Operator': 'Rod Calarco', '""A"" Camera Operator': 'Rod Calarco', 'Set Costumer': 'Ela Kinker', 'Stunt Coordinator': 'Freddie Poole', 'Book': 'Danny Lyon'}","['Jodie Comer', 'Austin Butler', 'Tom Hardy', 'Michael Shannon', 'Mike Faist', 'Boyd Holbrook', 'Norman Reedus', 'Michael Abbott Jr.', 'Damon Herriman', 'Emory Cohen', 'Karl Glusman', 'Toby Wallace', 'Paul Sparks', 'Beau Knapp', 'Happy Anderson', 'Phuong Kubacki', 'Valerie Jane Parker', 'Radek Lord', 'Jim Freivogel', 'Erin Scerbak', 'Steve Marvel', 'Anna Sheridan', 'Will Oldham', 'Nathan Neorr', 'Paul Dillon', 'Tony Donno', 'Mike Endoso', 'Andrew Riley Stephens', 'Forba Shepherd', 'David Myers Gregory', 'Ryan Wesley Gilreath', 'Maggie Cramer', 'Sara Mackie', 'Becca Howell', 'Brian Zachary Pillman', 'Jenny McManus']"
1015634,0,"['Square Peg', 'Felix Culpa', 'The Space Program', 'ZBI']",['United States of America'],897669,['No Language'],"['Fantasy', 'Comedy']",88,,"{'Director': 'Nathan Zellner', 'Executive Producer': 'Todd Traina', 'Writer': 'David Zellner', 'Producer': 'David Harari', 'Director of Photography': 'Mike Gioulakis', 'Original Music Composer': 'Toto Miranda', 'Production Design': 'Michael Powsner', 'Editor': 'Daniel Tarr', 'Cinematography': 'Mike Gioulakis', 'Costume Design': 'Steve Newburn', 'Prosthetic Designer': 'Sarah Blostein', 'Prosthetic Makeup Artist': 'Kayla Dobilas', 'Prosthetics Sculptor': 'Georgia Laladaki', 'Makeup Department Head': 'Steve Newburn', 'Prosthetics Painter': 'Adrian Stansfield', 'Prosthetics': 'Pelin Yildiz', 'First Assistant Director': 'Chris Carroll', 'Second Assistant Director': 'Brittney Diez', 'Second Second Assistant Director': 'Matthew Gordon', 'Sound Mixer': 'Jack Sobo', 'Visual Effects Producer': 'Judy Craig', 'Visual Effects': 'Nathan Zellner', 'Visual Effects Assistant Editor': 'Nhan Le', 'Visual Effects Supervisor': 'Zak Stoltz', 'Stunt Coordinator': 'Ben Smith-Petersen', 'Stunts': 'Ben Smith-Petersen', 'Grip': 'Nick Binnette', 'Gaffer': 'Max Ciesynski', 'First Assistant Camera': 'Scott Johnson', 'Steadicam Operator': 'Sam Naiman', 'Second Assistant Camera': 'Michael Norquest', 'Key Grip': 'Jake Reeder'}","['Riley Keough', 'Jesse Eisenberg', 'Nathan Zellner', 'Christophe Zajac-Denek']"
1209217,0,"['TMS Entertainment', 'Yomiuri Telecasting Corporation', 'Shogakukan', 'TOHO', 'Nippon Television Network Corporation', 'Shogakukan-Shueisha Productions']",['Japan'],86902004,['Japanese'],"['Animation', 'Crime', 'Mystery', 'Action']",0,,"{'Director': 'Chika Nagaoka', 'Original Story': 'Gosho Aoyama', 'Original Music Composer': 'Yugo Kanno', 'Screenplay': 'Takahiro Ohkura', 'Theme Song Performance': 'aiko', 'Producer': 'Yuhei Okada', 'Character Designer': 'Masatomo Sudo', 'Supervising Animation Director': 'Masatomo Sudo', 'Art Direction': 'Asuka Kashimura', 'Color Designer': 'Kayoko Nishi', 'Director of Photography': 'Hitoshi Nishiyama', 'Editor': 'Terumitsu Okada', 'Sound Director': 'Keiko Urakami', 'Sound Effects': 'Rio Sato', 'CGI Director': 'Takahiro Fukuda', 'Executive Producer': 'Tadashi Takezaki', 'Storyboard Artist': 'Kazuki Yokoyama', 'Second Unit Director': 'Akira Yamada', 'Assistant Director': 'Jiro Kanai', 'Animation Director': 'Tatsuki Manaka', 'Key Animation': 'Sono Hoshino', 'Special Effects': 'Kayoko Nishi', 'Key Special Effects': 'Hiroaki Kaguchi', 'Supervising Art Director': 'Masaru Sato', 'Art Designer': 'Iwao Teraoka', 'Sound Mixer': 'Noriyoshi Konuma'}","['Minami Takayama', 'Wakana Yamazaki', 'Rikiya Koyama', 'Ryo Horikawa', 'Yuko Miyamura', 'Kappei Yamaguchi', 'Koji Yusa', 'Satsuki Yukino', 'Daisuke Ono', 'Yo Oizumi', 'Koji Ishii', 'Kenichi Ogata', 'Yukiko Iwai', 'Wataru Takagi', 'Ikue Otani', 'Megumi Hayashibara']"
628922,0,"['Sculptor Media', 'Projected Picture Works', 'AZA Films', 'Two & Two Pictures', 'FilmNation Entertainment']","['United Kingdom', 'United States of America']",457810,['English'],"['Drama', 'Thriller']",120,Welcome to the frontlines.,"{'Director': 'Jean-Stéphane Sauvaire', 'Novel': 'Shannon Burke', 'Producer': 'Tina Wang', 'Screenplay': 'Ben Mac Brown', 'Executive Producer': 'Luke Rodgers', 'Original Music Composer': 'Nicolas Becker', 'Director of Photography': 'David Ungaro', 'Casting': 'Lori Eastside', 'Production Design': 'Robert Pyzocha', 'Set Decoration': 'Johna Landi', 'Costume Design': 'Stacy Jansen', 'Editor': 'Saar Klein', 'Hair Department Head': 'Rob Harmon', 'Makeup Department Head': 'Shannon Rae Mulligan', 'First Assistant Director': 'Urs Hirschbiegel', 'Second Assistant Director': 'Scott Bowers', 'Assistant Art Director': 'Hsin Ho Yang', 'Sound Mixer': 'Dennis Rainaldi', 'Visual Effects Supervisor': 'Jamison Scott Goei', 'Stunts': 'Chris Barnes', 'Stunt Coordinator': 'Pete Klein', 'Stunt Double': 'Derrick Simmons', 'Wardrobe Supervisor': 'Jenel Cota', 'Gaffer': 'Matthew Atwood', 'Key Grip': 'Lou Massa', 'Post Production Coordinator': 'Christopher Guzman', 'Makeup Artist': 'Lia Parks', 'Prosthetic Makeup Artist': 'Ben Bornstein', 'Co-Producer': 'Trevor Osmond', 'Co-Executive Producer': 'Gia Muresan', 'ADR Recordist': 'Vinny Alfano', 'Sound Editor': 'Matthieu Autin', 'Utility Sound': 'Wesley Grant', 'Assistant Sound Editor': 'Valentin Keung', 'Foley Mixer': 'Michał Wilczewski', 'Foley Editor': 'Michał Wilczewski', 'Foley Artist': 'Jacek Wiśniewski', 'Sound Re-Recording Mixer': 'Ken Yasumoto', 'Sound Designer': 'Ken Yasumoto', 'Sound Supervisor': 'Ken Yasumoto', 'Stunt Driver': 'Robbie P Smith', 'Casting Associate': 'Robert Oppel'}","['Tye Sheridan', 'Sean Penn', 'Katherine Waterston', 'Michael Pitt', 'Kali Reis', 'Mike Tyson', 'Onie Maceo Watlington', 'Raquel Nave', 'Alisa Mironova', 'Robert Oppel', 'Donna Glaesener', 'Decater James', 'Charrisse Matthews', 'Kareemeh Odeh', 'Jagan Badvel']"
942881,0,"['Shochiku', 'A-1 Pictures', 'Poplar', 'Nippon Television Network Corporation']","['Japan', 'United States of America']",0,"['English', 'Japanese']","['Animation', 'Drama', 'Mystery', 'Fantasy']",116,You don't have to be alone anymore.,"{'Novel': 'Mizuki Tsujimura', 'Director': 'Keiichi Hara', 'Screenplay': 'Miho Maruo', 'Character Designer': 'Keigo Sasaki', 'Original Music Composer': 'Harumi Fuuki', 'Supervising Animation Director': 'Keigo Sasaki', 'Theme Song Performance': 'Yuuri', 'Concept Artist': 'Ilya Kuvshinov', 'Executive Producer': 'Shigeaki Yoshida', 'Producer': 'Hirotaka Aragaki', 'Associate Producer': 'Akiho Katayama', 'Art Direction': 'Hiromichi Ito', 'Art Designer': 'Takashi Nakamura', 'Color Designer': 'Takahiro Mogi', 'CGI Director': 'Hiroshi Inagaki', 'Director of Photography': 'Yohei Miyawaki', 'Editor': 'Shigeru Nishiyama', 'Music Producer': 'Mami Takaishi', 'Second Unit Director': 'Takayoshi Nagatomo', 'Key Animation': 'Kaito Hashimoto', 'Animation Director': 'Keigo Sasaki', 'Opening/Ending Animation': 'Meiko Uenoyama', 'Assistant Editor': 'Maki Sendo'}","['Ami Touma', 'Mana Ashida', 'Yuki Kaji', 'Takumi Kitamura', 'Sakura Kiryu', 'Rihito Itagaki', 'Naho Yokomizo', 'Minami Takayama', 'Kumiko Aso', 'Aoi Miyazaki', 'Shingo Fujimori', 'Karen Takizawa']"
